Revenue,Expenses,Profit,Assets,Liabilities,Debt_Ratio,Market_Cap,Share_Price,Industry,Region,Company_Size,Listing_Status
443631.03,300708.48,142922.55,1106797.74,894493.26,0.81,17153248.57,234.78,Healthcare,Asia,Medium,Listed
372624.71,163141.13,209483.58,116002.58,20232.2,0.17,1046467.41,73.93,Healthcare,Asia,Small,Private
808509.44,689969.1,118540.34,848845.13,759960.1,0.9,11071048.47,104.12,Technology,South America,Large,Private
216024.57,83523.63,132500.94,864694.7,313836.11,0.36,4684249.24,106.94,Finance,North America,Small,Listed
522895.21,278007.86,244887.35,1143520.33,764611.45,0.67,12359891.62,62.41,Finance,North America,Medium,Private
478294.43,226886.31,251408.12,921013.29,186948.23,0.2,5146325.71,111.07,Healthcare,South America,Small,Private
665367.73,453399.78,211967.95,774720.43,379838.01,0.49,12954730.07,183.32,Finance,North America,Large,Listed
479198.15,242144.07,237054.08,1812003.98,239375.88,0.13,14076293.5,218.57,Retail,Africa,Medium,Private
148358.22,-103885.72,252243.94,1523270.88,1222759.45,0.8,14513082.17,169.39,Retail,Europe,Small,Private
449776.43,283985.27,165791.16,190870.58,87255.24,0.46,7562752.17,244.32,Finance,Africa,Large,Private
305567.56,175515.63,130051.93,887565.05,616150.53,0.69,17532458.35,108.76,Retail,Europe,Medium,Listed
515915.91,316601.08,199314.83,1252369.14,1021446.85,0.82,10274409.06,189.62,Technology,Africa,Large,Private
786835.41,615695.47,171139.94,1532362.69,237326.53,0.15,9792168.69,183.36,Healthcare,Asia,Large,Listed
152114.95,-67316.12,219431.07,832009.3,423619.98,0.51,12757559.48,159.65,Technology,Africa,Large,Private
339955.45,112554.02,227401.43,913851.83,229955.18,0.25,1830568.08,144.89,Manufacturing,Europe,Large,Private
389461.41,223543.95,165917.46,1037913.79,161090.05,0.16,8861901.52,136.34,Manufacturing,Europe,Medium,Listed
423673.78,188468.35,235205.43,1264738.99,755841.52,0.6,11817849.11,191.51,Retail,South America,Small,Private
648025.13,415318.21,232706.92,385785.25,73792.01,0.19,7084260.22,173.92,Finance,Europe,Medium,Private
465291.12,229125.24,236165.88,193848.86,95673.74,0.49,9808068.21,166.64,Technology,Asia,Small,Listed
583160.55,403550.17,179610.38,1501820.13,386770.88,0.26,18364756.56,176.93,Healthcare,Europe,Medium,Private
374845.39,135849.28,238996.11,603970.1,155931.25,0.26,5999197.09,146.63,Retail,Europe,Small,Private
545984.87,319984.76,226000.11,1849063.82,958546.21,0.52,14008121.01,189.56,Retail,North America,Small,Private
655559.53,423550.3,232009.23,654570.96,356290.66,0.54,6873954.18,115.72,Finance,Asia,Medium,Private
353540.09,69650.66,283889.43,926016.9,95179.21,0.1,10406646.94,155.52,Retail,Africa,Large,Private
656271.62,439882.91,216388.71,1147439.91,574426.1,0.5,12674510.53,148.27,Retail,North America,Large,Private
510474.55,340822.66,169651.89,147217.26,93600.77,0.64,14122999.01,139.77,Technology,Europe,Large,Listed
709092.05,564614.78,144477.27,2145756.51,1379312.5,0.64,11869968.89,154.0,Retail,North America,Medium,Private
459716.02,203319.21,256396.81,842001.26,656680.23,0.78,13722625.78,120.8,Retail,North America,Medium,Listed
576248.93,358383.55,217865.38,664595.26,542469.45,0.82,9115063.85,278.46,Retail,Europe,Large,Private
491878.75,208377.65,283501.1,533453.0,319159.15,0.6,7846380.43,208.97,Finance,Asia,Large,Listed
480757.55,382235.16,98522.39,1144701.39,555713.16,0.49,15172478.38,208.6,Technology,Europe,Small,Listed
551786.09,306252.74,245533.35,1116341.75,293916.36,0.26,799423.38,181.6,Technology,North America,Large,Listed
607361.49,420418.36,186943.13,546948.09,110160.27,0.2,7982890.88,198.05,Technology,Asia,Small,Private
250087.02,67763.07,182323.95,451223.35,264994.33,0.59,8757842.98,197.24,Retail,Asia,Medium,Private
786726.72,624967.11,161759.61,1422102.51,1219120.84,0.86,10894035.77,136.85,Technology,Asia,Large,Listed
128067.39,-116911.16,244978.55,737717.03,237966.8,0.32,14508025.98,136.05,Healthcare,Asia,Medium,Listed
363037.58,132360.77,230676.81,311593.49,55950.56,0.18,11031546.1,110.74,Manufacturing,Europe,Large,Private
481146.19,338265.29,142880.9,940831.3,413108.89,0.44,8912237.94,185.52,Finance,Asia,Small,Listed
582471.19,374225.12,208246.07,839309.5,84254.98,0.1,14178074.78,65.23,Manufacturing,Asia,Medium,Listed
815234.51,579928.79,235305.72,1780011.97,966296.61,0.54,11420633.34,169.63,Manufacturing,North America,Small,Private
128341.7,-80558.83,208900.53,791126.09,110428.09,0.14,10646939.49,133.56,Healthcare,Africa,Small,Private
398461.17,143069.15,255392.02,876709.59,740620.14,0.84,18008265.35,68.25,Technology,Europe,Medium,Private
74633.3,-110864.77,185498.07,1087782.47,865816.53,0.8,14845111.95,163.97,Healthcare,Africa,Large,Listed
506324.39,419042.27,87282.12,771652.6,148096.59,0.19,23272161.71,136.48,Retail,North America,Medium,Listed
554336.72,345000.84,209335.88,1176382.74,255883.51,0.22,231933.48,170.38,Manufacturing,Asia,Medium,Private
818159.15,609127.86,209031.29,593251.21,511832.22,0.86,16472691.24,124.24,Retail,Europe,Small,Listed
524126.95,308567.63,215559.32,904274.89,678967.7,0.75,17427266.78,77.78,Retail,Asia,Small,Listed
708805.03,453456.08,255348.95,1162725.57,992525.39,0.85,6590017.94,142.37,Manufacturing,Africa,Medium,Listed
616767.42,514390.58,102376.84,1455054.96,534879.86,0.37,9419311.64,106.54,Finance,North America,Large,Listed
412950.36,224874.53,188075.83,765525.14,144504.95,0.19,10432202.56,56.85,Technology,Asia,Large,Private
218207.85,64340.74,153867.11,760749.3,450599.03,0.59,7756002.06,192.48,Finance,North America,Small,Listed
555000.46,415401.98,139598.48,1616492.63,1411786.71,0.87,8296910.92,119.65,Retail,North America,Small,Private
201579.6,5194.55,196385.05,779271.88,158948.77,0.2,26530614.93,142.98,Manufacturing,Africa,Large,Listed
759041.41,523950.31,235091.1,977303.4,737977.25,0.76,10010648.51,39.58,Retail,Europe,Large,Listed
467587.58,252540.25,215047.33,1685101.11,653297.37,0.39,12949423.33,128.73,Manufacturing,Europe,Medium,Private
739035.48,573411.6,165623.88,1026982.95,197598.37,0.19,11872895.15,185.06,Healthcare,North America,Small,Listed
403957.11,211230.69,192726.42,900897.84,420926.29,0.47,10467283.78,47.98,Manufacturing,South America,Small,Private
553770.16,307275.34,246494.82,930735.99,456979.0,0.49,4379958.49,142.93,Technology,South America,Small,Listed
541869.77,307713.31,234156.46,703819.2,75496.39,0.11,14823623.02,114.46,Finance,Africa,Large,Private
490991.18,318629.68,172361.5,1180313.32,566031.06,0.48,9763287.15,186.72,Manufacturing,South America,Small,Listed
413468.1,244342.92,169125.18,630390.99,389570.58,0.62,2215758.0,126.05,Manufacturing,South America,Medium,Private
578491.2,464315.41,114175.79,1311403.54,933364.35,0.71,10808116.71,173.35,Technology,Europe,Medium,Listed
314767.35,136237.92,178529.43,1006086.2,179934.46,0.18,11539526.03,181.23,Healthcare,North America,Large,Private
258112.93,144902.38,113210.55,1094189.49,876697.72,0.8,15801517.03,133.25,Healthcare,South America,Small,Listed
748565.38,445211.9,303353.48,1691880.57,396232.86,0.23,3259598.64,174.5,Technology,Asia,Medium,Listed
645433.6,488189.51,157244.09,420368.38,263415.27,0.63,9419964.61,137.23,Technology,Europe,Large,Private
513178.32,257729.28,255449.04,1009768.8,547401.73,0.54,6595619.12,167.14,Retail,Africa,Large,Private
833028.48,542123.17,290905.31,1255232.68,1009215.71,0.8,5836887.97,102.56,Retail,Africa,Medium,Private
446446.9,235636.83,210810.07,753506.54,98646.2,0.13,11125021.5,102.8,Healthcare,Asia,Medium,Listed
764540.64,569541.35,194999.29,1380446.51,349598.22,0.25,7774224.86,91.69,Finance,Europe,Large,Listed
535114.82,401233.08,133881.74,782125.52,154526.58,0.2,12518987.54,163.17,Manufacturing,Africa,Medium,Listed
295049.85,120279.86,174769.99,1116649.23,404272.74,0.36,5535497.39,210.34,Healthcare,North America,Small,Private
869608.04,589409.79,280198.25,950602.25,352748.32,0.37,9290908.86,198.06,Finance,Africa,Medium,Listed
698142.17,480579.54,217562.63,1064714.04,181948.95,0.17,11433220.21,137.95,Finance,South America,Medium,Private
475795.79,274378.38,201417.41,1029579.49,526588.69,0.51,12092064.91,141.88,Technology,Asia,Medium,Private
645434.25,379828.09,265606.16,987213.72,190526.83,0.19,10937766.64,190.99,Healthcare,South America,Large,Listed
419259.31,184444.78,234814.53,810613.17,129276.78,0.16,9789142.61,215.9,Retail,Asia,Small,Listed
665829.81,473223.47,192606.34,734118.08,92893.62,0.13,7110533.88,42.17,Manufacturing,Asia,Large,Private
21784.29,-189028.5,210812.79,1126394.33,949903.56,0.84,17940547.46,124.65,Finance,South America,Small,Private
296039.73,134442.98,161596.75,1021082.45,426190.65,0.42,11070606.22,157.79,Finance,Africa,Large,Listed
695851.95,523903.98,171947.97,723160.84,236436.76,0.33,4327404.27,147.92,Manufacturing,North America,Large,Listed
450068.89,260383.82,189685.07,1137353.67,552548.29,0.49,179400.2,146.4,Retail,Asia,Small,Listed
541508.46,313634.91,227873.55,814978.66,184309.69,0.23,15984488.17,245.3,Healthcare,South America,Small,Private
230642.87,93011.02,137631.85,1622176.0,689304.92,0.42,3556637.14,108.1,Manufacturing,Asia,Large,Private
869573.4,665761.38,203812.02,1995672.12,503780.51,0.25,10929448.85,119.18,Technology,Europe,Large,Private
738105.93,557599.04,180506.89,1555618.74,534377.14,0.34,4028452.64,101.92,Technology,Europe,Small,Listed
459862.96,304909.42,154953.54,1533329.81,1287035.11,0.84,10717219.64,70.77,Finance,South America,Small,Private
419060.83,238285.41,180775.42,1325666.95,290267.02,0.22,11560551.61,116.82,Healthcare,North America,Large,Private
705920.87,621991.03,83929.84,916067.38,438865.81,0.48,14003254.88,102.29,Healthcare,South America,Small,Listed
896494.09,734373.52,162120.57,240375.85,151121.26,0.63,9542505.05,135.3,Healthcare,South America,Medium,Private
690752.05,545726.39,145025.66,589997.64,492292.7,0.83,9561845.12,193.46,Retail,North America,Large,Private
934360.53,748356.33,186004.2,729304.21,611454.97,0.84,4661874.75,115.89,Retail,South America,Large,Listed
315529.73,229519.22,86010.51,1483094.85,441676.18,0.3,8726008.03,191.78,Technology,South America,Large,Private
336122.63,126577.99,209544.64,1102452.78,942072.13,0.85,10190784.94,196.45,Manufacturing,Africa,Small,Private
262211.78,16740.62,245471.16,736190.62,268791.65,0.37,10206152.45,145.14,Healthcare,South America,Small,Private
588352.13,394216.95,194135.18,261925.46,213714.7,0.82,9159507.9,174.72,Technology,Asia,Medium,Private
535120.71,310181.12,224939.59,1927258.77,336428.19,0.17,4627880.93,191.66,Technology,Asia,Large,Listed
469609.78,295246.31,174363.47,1213325.42,313863.54,0.26,3521477.76,132.12,Healthcare,Africa,Large,Private
661851.73,539582.79,122268.94,1363403.93,222504.95,0.16,17537750.29,139.42,Manufacturing,Asia,Large,Private
746465.72,546381.15,200084.57,785735.77,266538.49,0.34,12942681.81,168.32,Manufacturing,Africa,Large,Private
194867.52,-39151.4,234018.92,944555.09,754777.33,0.8,21793950.1,172.88,Manufacturing,Asia,Large,Private
380605.59,246825.0,133780.59,862453.82,196135.67,0.23,12006524.52,147.15,Retail,Africa,Medium,Private
664028.72,487290.08,176738.64,1025734.7,287079.75,0.28,13329677.02,187.64,Manufacturing,South America,Small,Listed
406452.26,218808.08,187644.18,1738314.86,474470.77,0.27,5472618.32,140.89,Finance,North America,Small,Listed
340358.78,-2211.6,342570.38,518287.55,165726.89,0.32,17343228.7,177.4,Healthcare,Africa,Medium,Private
703707.49,492538.93,211168.56,983494.34,113047.39,0.11,765941.87,169.2,Healthcare,Asia,Medium,Private
242099.99,137378.67,104721.32,1144349.81,502458.78,0.44,13227886.49,118.52,Technology,North America,Large,Listed
439684.04,347326.59,92357.45,953273.09,839866.5,0.88,10556252.77,218.5,Technology,Asia,Medium,Private
565728.81,329203.87,236524.94,1398129.94,640997.55,0.46,17295313.85,196.89,Healthcare,South America,Medium,Listed
385236.02,60984.42,324251.6,305742.23,229512.15,0.75,9345993.3,97.58,Manufacturing,South America,Medium,Private
656631.13,470679.85,185951.28,1753507.62,976955.57,0.56,10192116.25,183.44,Manufacturing,Africa,Large,Listed
386224.6,203265.58,182959.02,451792.32,50558.43,0.11,340603.69,134.05,Technology,Africa,Large,Private
781723.9,560185.19,221538.71,547956.93,311462.19,0.57,536733.45,188.6,Finance,North America,Medium,Private
474850.74,314765.56,160085.18,820218.73,703100.39,0.86,11846723.91,204.28,Finance,Europe,Large,Listed
634254.03,561461.76,72792.27,740965.62,402202.4,0.54,15693718.65,177.42,Technology,Asia,Large,Listed
649204.79,397341.57,251863.22,1169801.38,611041.46,0.52,11448842.3,209.0,Finance,Asia,Small,Private
374492.0,205151.11,169340.89,1123476.73,714733.85,0.64,9324488.25,178.43,Finance,Europe,Large,Listed
89302.69,-163203.2,252505.89,1045422.8,832898.99,0.8,11539932.49,129.19,Technology,Europe,Medium,Listed
572151.15,410200.49,161950.66,432847.31,238847.34,0.55,10991529.16,44.83,Healthcare,Europe,Large,Private
514457.67,308368.71,206088.96,944219.03,401433.8,0.43,13311834.86,92.18,Technology,Asia,Medium,Listed
611165.21,368423.61,242741.6,1007893.02,130687.54,0.13,5189024.66,119.98,Manufacturing,North America,Medium,Private
454694.51,201176.96,253517.55,1492909.76,281939.52,0.19,11279656.41,174.34,Retail,North America,Medium,Listed
413914.46,202265.03,211649.43,1079777.42,668357.49,0.62,4941572.07,86.26,Finance,South America,Small,Listed
901694.6,692532.65,209161.95,1153062.97,686246.41,0.6,15516542.56,80.65,Technology,Asia,Large,Listed
205529.19,-25456.12,230985.31,1784997.94,519830.6,0.29,4527137.22,127.83,Technology,Africa,Large,Private
646790.1,423581.62,223208.48,535957.32,361845.37,0.68,8876675.36,133.57,Technology,Asia,Large,Listed
385079.63,249638.66,135440.97,844756.95,273475.35,0.32,12986504.46,153.78,Retail,Africa,Medium,Private
432844.28,296448.4,136395.88,545660.05,187695.8,0.34,3397755.05,212.32,Finance,Asia,Medium,Private
436579.43,342032.39,94547.04,1642607.76,244942.36,0.15,5927967.32,123.47,Manufacturing,South America,Small,Private
339313.15,100987.75,238325.4,1669937.46,902142.1,0.54,21175240.6,141.25,Healthcare,Asia,Large,Private
614244.84,434031.33,180213.51,1611410.41,532017.25,0.33,14703567.22,192.62,Manufacturing,Asia,Large,Private
778128.72,537118.86,241009.86,1218958.87,920498.07,0.76,11673197.11,103.04,Technology,Europe,Medium,Private
594002.73,373817.2,220185.53,1152200.68,853980.71,0.74,13226334.32,206.6,Technology,Africa,Medium,Listed
520676.4,370797.73,149878.67,816783.42,165606.14,0.2,1478284.69,99.2,Manufacturing,North America,Large,Private
302711.9,108723.02,193988.88,1307773.29,298165.17,0.23,13142308.41,127.26,Healthcare,Europe,Medium,Listed
603365.05,426106.15,177258.9,487452.87,173919.45,0.36,19773634.79,112.79,Technology,South America,Large,Listed
931269.93,761731.1,169538.83,486087.95,274485.87,0.56,7530531.51,226.89,Manufacturing,North America,Medium,Listed
423861.08,178096.71,245764.37,832051.05,311196.6,0.37,19117975.8,154.45,Technology,Asia,Medium,Private
424803.28,99266.11,325537.17,1754800.4,667183.46,0.38,7686946.62,139.56,Manufacturing,North America,Small,Private
387782.17,131971.99,255810.18,794617.87,168497.56,0.21,10606967.67,89.38,Healthcare,North America,Large,Listed
402117.15,203464.97,198652.18,848648.5,312708.95,0.37,3303415.69,207.18,Finance,Asia,Medium,Private
-49059.91,-312035.3,262975.39,1115108.87,531154.51,0.48,12178947.03,189.78,Retail,South America,Large,Listed
581007.08,295361.95,285645.13,1359445.23,1206882.08,0.89,10745401.72,115.22,Manufacturing,Europe,Small,Listed
330889.56,200508.1,130381.46,1500808.3,1156180.51,0.77,8887457.06,150.38,Finance,Africa,Large,Listed
177947.38,-83295.36,261242.74,551849.51,405270.15,0.73,5695595.7,168.79,Healthcare,South America,Small,Listed
650637.99,412153.89,238484.1,961330.06,526670.94,0.55,11126167.93,165.65,Finance,Asia,Large,Private
283596.44,24190.49,259405.95,1089805.41,422922.85,0.39,6861392.99,125.06,Manufacturing,Africa,Large,Listed
432266.19,191601.82,240664.37,1129906.21,887605.87,0.79,15532021.99,225.05,Retail,South America,Medium,Listed
793288.48,604674.93,188613.55,1346317.43,508832.13,0.38,11296510.56,138.28,Finance,South America,Large,Private
218156.84,-83486.69,301643.53,1328033.6,762605.77,0.57,7571236.45,139.81,Finance,Asia,Large,Private
193480.35,-23499.58,216979.93,1010197.8,308858.47,0.31,15002087.43,198.22,Finance,Europe,Large,Listed
553861.24,375577.59,178283.65,1460951.67,1053532.8,0.72,7845555.44,186.09,Retail,Asia,Small,Private
729897.47,504598.57,225298.9,1387514.01,709888.93,0.51,14862786.05,195.0,Healthcare,Europe,Small,Listed
185131.66,-63488.14,248619.8,1355352.77,1106150.6,0.82,10588924.53,244.05,Healthcare,North America,Large,Listed
581537.95,376799.9,204738.05,788476.59,437699.2,0.56,460745.01,116.15,Manufacturing,Africa,Large,Listed
616199.91,396543.09,219656.82,1285159.11,297442.03,0.23,12939976.97,156.98,Finance,Africa,Small,Listed
88167.9,-116250.45,204418.35,1481427.07,1324926.42,0.89,9734586.27,109.48,Technology,South America,Large,Listed
659700.27,492704.06,166996.21,794460.12,398479.55,0.5,12774671.77,123.24,Finance,South America,Large,Private
675321.18,516412.4,158908.78,1052623.59,316383.33,0.3,11078535.2,109.92,Retail,Asia,Medium,Listed
437642.89,307783.7,129859.19,1625898.48,590894.56,0.36,11111143.8,145.68,Healthcare,Europe,Small,Private
750469.27,474568.27,275901.0,1158596.14,228228.79,0.2,10213190.66,190.13,Healthcare,Asia,Small,Private
727291.11,538461.97,188829.14,964859.23,153559.41,0.16,24413312.55,131.93,Healthcare,North America,Large,Private
520623.59,492002.35,28621.24,1584641.45,729652.94,0.46,12629423.17,157.27,Technology,North America,Small,Private
409710.92,189884.27,219826.65,811800.36,699364.79,0.86,1158995.0,105.27,Finance,Europe,Medium,Private
305434.42,86643.06,218791.36,321549.74,63789.71,0.2,2460822.51,112.63,Manufacturing,Asia,Medium,Private
492487.3,385815.68,106671.62,688332.91,565933.11,0.82,12166665.03,81.14,Healthcare,South America,Medium,Listed
613951.78,455571.59,158380.19,1454403.76,1072459.22,0.74,7137860.22,132.29,Healthcare,Africa,Large,Listed
435164.63,278979.08,156185.55,1208277.47,900337.3,0.75,15367229.87,141.9,Finance,Asia,Medium,Listed
60499.8,-102386.82,162886.62,1027244.6,686161.06,0.67,11614582.78,147.32,Manufacturing,Europe,Small,Private
753742.78,493103.99,260638.79,1424451.81,816878.3,0.57,11883691.14,111.84,Manufacturing,Asia,Small,Listed
538044.64,345488.52,192556.12,1066743.44,210265.72,0.2,5398157.9,165.51,Healthcare,Asia,Large,Listed
424075.1,245436.84,178638.26,911064.81,510672.02,0.56,12872549.16,139.32,Finance,North America,Medium,Private
671431.68,415312.18,256119.5,1334048.19,509048.89,0.38,10861125.84,107.61,Technology,Asia,Large,Private
804927.72,580160.33,224767.39,847189.93,156089.23,0.18,5317924.57,155.1,Healthcare,South America,Large,Listed
-60382.31,-173333.4,112951.09,1196098.47,888775.76,0.74,5338011.05,153.28,Healthcare,Asia,Small,Listed
586852.73,417683.91,169168.82,682107.19,366454.52,0.54,18280762.38,142.84,Retail,North America,Large,Private
214670.16,-1427.94,216098.1,578180.89,402393.21,0.7,12840062.57,204.62,Technology,Asia,Large,Private
599822.1,446516.61,153305.49,653709.02,316138.96,0.48,8087597.29,168.78,Manufacturing,North America,Large,Private
525585.44,224107.7,301477.74,989574.14,535729.47,0.54,7271141.48,281.53,Retail,South America,Medium,Listed
627145.31,421501.37,205643.94,740819.06,496255.85,0.67,10052333.84,127.82,Finance,Africa,Small,Private
400150.48,237819.3,162331.18,752050.0,223778.12,0.3,11442374.26,153.42,Healthcare,Asia,Small,Private
125351.98,-18500.84,143852.82,938623.36,729909.93,0.78,3261295.82,92.03,Technology,Europe,Small,Private
409926.36,163549.98,246376.38,971111.82,424141.51,0.44,9375758.77,125.05,Manufacturing,North America,Medium,Listed
581369.53,413762.63,167606.9,379579.54,253100.4,0.67,-244935.65,55.18,Retail,North America,Small,Listed
703078.47,484082.26,218996.21,-8969.29,-3236.7,0.36,9876937.53,174.03,Retail,South America,Small,Listed
265633.74,123209.71,142424.03,1159987.28,767888.2,0.66,17286072.41,197.12,Manufacturing,Asia,Large,Listed
705412.09,501902.2,203509.89,1055688.47,142324.7,0.13,3494010.29,136.04,Healthcare,North America,Medium,Listed
370425.54,202219.83,168205.71,451906.01,381141.81,0.84,9300551.53,66.93,Technology,North America,Medium,Private
572489.98,388259.7,184230.28,1174511.32,856824.53,0.73,8913867.72,257.06,Technology,Africa,Large,Listed
398021.21,237835.25,160185.96,1173780.85,741646.92,0.63,4378456.65,127.97,Retail,Africa,Small,Private
536434.13,285152.82,251281.31,879115.01,315695.22,0.36,7734844.82,125.89,Manufacturing,Europe,Medium,Listed
678375.53,502925.73,175449.8,1783746.52,1380744.71,0.77,3393362.93,188.18,Manufacturing,Africa,Medium,Private
254597.18,61770.04,192827.14,1507684.66,1076711.13,0.71,5161122.04,101.01,Manufacturing,Asia,Large,Private
364018.82,168775.93,195242.89,840371.48,388644.57,0.46,10818601.89,113.77,Finance,North America,Large,Listed
536992.52,256379.01,280613.51,847831.57,218706.52,0.26,11937018.7,183.89,Healthcare,Africa,Small,Listed
980316.73,735801.3,244515.43,416847.73,100214.86,0.24,8353706.1,214.65,Finance,North America,Medium,Private
327362.06,87828.02,239534.04,1489890.34,730875.72,0.49,16709699.32,136.92,Healthcare,South America,Large,Listed
908026.78,786921.11,121105.67,1098728.02,798474.74,0.73,13657749.78,78.55,Retail,Asia,Small,Private
900884.66,733704.28,167180.38,1329224.39,892670.13,0.67,19839386.65,196.68,Technology,Europe,Medium,Listed
480537.77,221106.83,259430.94,146419.41,72455.85,0.49,9407672.83,32.53,Healthcare,South America,Medium,Private
440369.49,298916.03,141453.46,1311011.47,345506.32,0.26,4755527.32,174.42,Healthcare,Asia,Large,Listed
361586.96,157386.28,204200.68,796141.3,231983.15,0.29,9055755.48,83.02,Finance,Europe,Large,Private
486359.49,339622.57,146736.92,1233721.73,180259.05,0.15,20078700.1,131.67,Finance,Europe,Small,Private
218656.11,66901.47,151754.64,1208489.71,291774.02,0.24,4987524.48,165.28,Healthcare,Africa,Large,Listed
484752.2,200712.92,284039.28,991741.55,109297.31,0.11,14246413.54,101.2,Retail,Africa,Large,Private
799376.05,563412.52,235963.53,721065.6,461190.54,0.64,4852618.65,127.15,Technology,Asia,Medium,Private
377782.99,128625.98,249157.01,1159544.64,661626.48,0.57,8168385.09,127.88,Retail,South America,Small,Private
451855.14,212668.07,239187.07,665635.47,592658.57,0.89,7498127.65,144.06,Finance,Europe,Large,Listed
159771.91,-33263.67,193035.58,1420229.56,1008673.26,0.71,5413356.48,158.31,Healthcare,Asia,Small,Listed
574812.42,409392.26,165420.16,711340.25,211262.66,0.3,13898097.72,149.9,Healthcare,North America,Large,Listed
552896.34,373000.85,179895.49,1009097.4,672375.58,0.67,17198084.79,151.26,Technology,Africa,Small,Private
512740.47,322331.79,190408.68,701682.87,77000.86,0.11,14511608.27,203.58,Finance,North America,Small,Private
456634.59,167820.29,288814.3,1063494.53,945368.06,0.89,10133230.15,222.01,Healthcare,North America,Medium,Listed
441448.42,308266.24,133182.18,587295.75,347413.77,0.59,2566863.47,173.38,Finance,Africa,Small,Private
600380.05,428063.12,172316.93,676342.4,132384.64,0.2,10649324.81,164.19,Manufacturing,Africa,Medium,Listed
494236.68,339884.85,154351.83,1917811.8,956634.0,0.5,13126818.66,73.41,Manufacturing,Africa,Large,Listed
562994.37,310163.21,252831.16,1337686.91,1140366.69,0.85,9540348.6,30.65,Manufacturing,South America,Medium,Listed
542996.56,250307.15,292689.41,1147779.77,894992.81,0.78,16641113.11,132.63,Finance,North America,Small,Private
724685.46,509246.14,215439.32,1205646.79,408877.24,0.34,9016627.45,226.74,Manufacturing,South America,Small,Listed
635398.82,415848.03,219550.79,1122256.26,467887.84,0.42,7002840.73,137.4,Retail,Africa,Medium,Private
538572.37,334006.32,204566.05,964443.19,755010.98,0.78,14935705.05,185.59,Technology,North America,Small,Private
803684.41,581810.46,221873.95,1302688.07,1068216.3,0.82,14333725.04,139.85,Technology,North America,Medium,Private
584053.71,345395.95,238657.76,669206.12,556563.76,0.83,17490632.88,157.86,Manufacturing,Europe,Medium,Listed
760992.54,539710.51,221282.03,1638214.13,1406098.22,0.86,12612526.93,118.03,Retail,Africa,Large,Private
621388.52,396446.8,224941.72,1048134.0,524521.52,0.5,5976904.59,187.75,Manufacturing,Europe,Large,Listed
131616.18,-107154.54,238770.72,1320682.11,1042302.44,0.79,-2955477.34,151.21,Manufacturing,Asia,Small,Private
760966.95,649880.86,111086.09,1629353.03,615208.92,0.38,1386579.56,110.84,Manufacturing,Asia,Large,Listed
527035.25,326934.8,200100.45,1196482.99,921872.65,0.77,7096493.54,70.82,Retail,Africa,Large,Private
489609.05,274348.6,215260.45,675804.69,255435.11,0.38,16632582.5,188.26,Finance,Asia,Large,Private
556269.67,335462.26,220807.41,1487817.68,872834.7,0.59,16118281.69,168.63,Retail,South America,Medium,Listed
431003.37,239547.68,191455.69,1678476.24,796893.44,0.47,7978003.86,160.3,Healthcare,Europe,Large,Private
545405.77,337368.2,208037.57,221391.13,180290.17,0.81,14067669.45,106.34,Finance,Africa,Medium,Listed
381624.79,217620.11,164004.68,959250.41,146973.19,0.15,3118983.11,188.02,Healthcare,Europe,Medium,Private
754854.45,643596.69,111257.76,1116575.31,959176.74,0.86,16206533.06,114.16,Manufacturing,Europe,Medium,Listed
477282.38,228125.52,249156.86,894378.03,420067.53,0.47,8596552.82,195.39,Manufacturing,Asia,Medium,Listed
423483.23,280201.81,143281.42,501623.12,243344.59,0.49,13236086.38,103.19,Technology,North America,Large,Listed
315014.84,123037.53,191977.31,646778.58,493009.29,0.76,12690378.06,87.99,Technology,South America,Small,Private
553755.16,391211.64,162543.52,260350.34,164787.6,0.63,12326324.0,148.99,Manufacturing,Asia,Medium,Private
537421.42,258070.96,279350.46,1382043.47,1192659.26,0.86,3998808.22,183.22,Healthcare,North America,Medium,Private
577684.92,381667.16,196017.76,1549422.76,832493.92,0.54,7064613.93,189.37,Manufacturing,Africa,Large,Private
294549.62,110072.44,184477.18,1543851.31,844365.4,0.55,15273311.07,159.61,Technology,Europe,Large,Private
179763.76,-57629.53,237393.29,988171.99,866984.68,0.88,12538582.47,207.54,Retail,Europe,Large,Listed
625118.26,317294.55,307823.71,1108766.76,932641.55,0.84,4594921.34,163.51,Finance,Asia,Large,Listed
796928.37,576643.89,220284.48,1427969.28,381202.64,0.27,11880742.3,154.64,Retail,Asia,Large,Listed
294729.28,113600.25,181129.03,906845.6,313365.79,0.35,4768392.36,33.14,Manufacturing,Africa,Small,Listed
817888.26,583058.56,234829.7,620287.34,372340.55,0.6,3675864.35,97.91,Retail,North America,Medium,Listed
556782.21,435416.16,121366.05,771713.26,657113.84,0.85,6897112.2,202.91,Retail,North America,Large,Private
498587.42,296265.96,202321.46,1070219.15,589354.12,0.55,9518399.76,102.86,Retail,Africa,Medium,Private
420490.26,120792.38,299697.88,714544.62,490362.22,0.69,3989068.29,135.83,Retail,Asia,Small,Private
223096.4,15209.03,207887.37,1189318.76,208367.39,0.18,14457436.45,129.85,Finance,South America,Small,Listed
697545.7,492156.82,205388.88,457958.59,237268.04,0.52,6453173.21,98.19,Technology,Africa,Small,Private
344878.73,143846.9,201031.83,902938.72,196914.08,0.22,9839603.44,118.85,Manufacturing,South America,Medium,Listed
